"category","changed","text","text_wrong","text_EN","注記"
"アイテム","Yes","革腕甲","革製腕甲","Leather Vambraces",
"アイテム","Yes","革鎧","革の鎧","Leather Armor",
"アイテム","Yes","鞄付きのラバ用馬具","鞄付きのラバ用引き具","Mule Harness with Bags",
"アイテム","Yes","領主の金帯垂れ付きの兜","金属帯付きの王の兜","Lord Helmet with Metal Strips",
"アイテム","Yes","頭巾仕込みの鉄の鼻当て兜","コイフ付きの鉄製ネイザルヘルム","Iron Nasalhelm over Coif",
"アイテム","Yes","頭巾入りの羽根付きスパンゲンヘルム","コイフ付きの羽根付きスパンゲンヘルム","Feathered Spangenhelm over Coif",
"アイテム","Yes","馬屠りの隊旗","ホースベインの旗","Horse Bane Flag",
"アイテム","No","馬用の鞭","馬用の鞭","Horse Whip",
"アイテム","Yes","駄載馬","荷役馬","Sumpter Horse",
"アイテム","Yes","駿馬の馬上槍","コーサーのランス","Courser Lance",
"アイテム","Yes","騎兵のカイトシールド","騎兵用カイトシールド","Horseman Kite Shield",
"アイテム","Yes","騎兵の丈夫なカイトシールド","丈夫な騎兵用カイトシールド","Sturdy Cavalry Kite Shield",
"アイテム","Yes","騎兵の小型ヒーターシールド","騎兵用の小ヒーターシールド","Small Cavalry Heater Shield",
"アイテム","No","騎兵の練習用カイトシールド","騎兵の練習用カイトシールド","Horseman Sparring Kite Shield",
"アイテム","Yes","騎兵の薄片鎧","騎兵の薄金鎧","Cavalry Lamellar Armor",
"アイテム","Yes","騎兵の補強されたカイトシールド","強化した騎兵カイトシールド","Reinforced Cavalry Kite Shield",
"アイテム","Yes","騎兵の補強された小盾","強化した騎兵用の小盾","Reinforced Cavalry Small Shield",
"アイテム","Yes","騎兵の補強された盾","強化した騎兵用の盾","Reinforced Cavalry Shield",
"アイテム","Yes","騎兵の重い兜","騎兵用の重兜","Heavy Cavalry Helmet",
"アイテム","Yes","騎兵の重い馬上槍","騎兵用の重ランス","Heavy Cavalry Lance",
"アイテム","Yes","騎兵の鈎斧","鈎状の騎兵用の斧","Hooked Cavalry Axe",
"アイテム","Yes","騎兵の鎖シャツ","騎兵の鎖帷子のシャツ","Cavalryman Mail Shirt",
"アイテム","No","騎士のカイトシールド","騎士のカイトシールド","Knights Kite Shield",
"アイテム","No","騎士の盾","騎士の盾","Knights Shield",
"アイテム","Yes","騎士の軍団旗","騎士の旗","Banner of the Knight",
"アイテム","Yes","騎士の重い馬上槍","騎士の重ランス","Heavy Knight Lance",
"アイテム","Yes","騎士の馬上槍","騎士のランス","Knight Lance",
"アイテム","Yes","騎士剣","刀剣騎士の剣","Knightly Arming Sword",
"アイテム","Yes","骨矢の旗印","骨矢の引き具","Tug of Bone Arrow",
"アイテム","Yes","高地のタータン","高原のタータン","Highland Tartan",
"アイテム","Yes","高地のダガー","高原のダガー","Highland Dagger",
"アイテム","Yes","高地のメイス","高原のメイス","Highland Mace",
"アイテム","Yes","高地の儀式用冠","高原の儀式用冠","Highland Ceremonial Crown",
"アイテム","Yes","高地の円盾","高原の円形盾","Highland Round Shield",
"アイテム","Yes","高地の大型の盾","高原の大盾","Highland Large Shield",
"アイテム","Yes","高地の幅広剣","高原のブロードソード","Highland Broadsword",
"アイテム","Yes","高地の広刃剣","高原の幅広の刃","Highland Broad Blade",
"アイテム","Yes","高地の戦槍","高原の戦槍","Highland War Spear",
"アイテム","Yes","高地の投擲ダガー","高原の投擲用の短剣","Highland Throwing Dagger",
"アイテム","Yes","高地の投擲斧","高原の投げ斧","Highland Throwing Axe",
"アイテム","Yes","高地の胸当て付きタータン","チェストプレート付きの高原のタータン","Highland Tartan with Chest Plate",
"アイテム","Yes","高地の良質な両手剣","高原の良質な両手剣","Highland Fine Two Handed Sword",
"アイテム","Yes","高地の良質鋼の刃","高原の良質な鋼の刃","Highland Fine Steel Blade",
"アイテム","Yes","高地の補強された槍","強化した高原の槍","Reinforced Highland Spear",
"アイテム","Yes","高地の補強された鎖鎧","強化した高原の鎖帷子","Highland Reinforced Mail",
"アイテム","Yes","高地の鉄で補強された大型の盾","鉄で強化された高原の大盾","Iron Reinforced Highland Large Shield",
"アイテム","Yes","高地の青銅で補強された大型の盾","銅で強化された高原の大盾","Bronze Reinforced Highland Large Shield",
"アイテム","Yes","髭斧","ビアードアックス","Bearded Axe",
"アイテム","Yes","鱗のブーツ","鱗状のブーツ","Scaled Boots",
"アイテム","Yes","鱗の肩当て","鱗状の肩ガード","Scale Shoulder Guards",
"アイテム","Yes","鱗の肩当て","鱗状の肩当て","Scale Shoulderguards",
"アイテム","Yes","鱗半馬鎧","鱗状の半身馬鎧","Half Scaled Barding",
"アイテム","Yes","鱗肩甲","鱗状の肩甲","Scale Pauldrons",
"アイテム","Yes","鱗馬鎧","鱗状の馬鎧","Scale Barding",
"アイテム","Yes","鹿屠りの旗","ディアベインの旗","Deer Bane Flag",
"アイテム","Yes","鼻当て付きの鋼のカスク","鼻ガード付き鋼の帽子","Steel Cap with Nose Guard",
"アイテム修飾子","Yes","{ITEMNAME}の入った大袋","{ITEMNAME}の大袋","Large Bag of {ITEMNAME}",
"アイテム修飾子","No","あつらえの{ITEMNAME}","あつらえの{ITEMNAME}","Tailored {ITEMNAME}",
"アイテム修飾子","Yes","ひび割れた{ITEMNAME}","割れた{ITEMNAME}","Cracked {ITEMNAME}",
"アイテム修飾子","No","へこんだ{ITEMNAME}","へこんだ{ITEMNAME}","Dented {ITEMNAME}",
"アイテム修飾子","No","上質な{ITEMNAME}","上質な{ITEMNAME}","Quality {ITEMNAME}",
"アイテム修飾子","Yes","伝説的な{ITEMNAME}","伝説の{ITEMNAME}","Legendary {ITEMNAME}",
"アイテム修飾子","No","傑作の{ITEMNAME}","傑作の{ITEMNAME}","Masterwork {ITEMNAME}",
"アイテム修飾子","No","傷んだ{ITEMNAME}","傷んだ{ITEMNAME}","Worn {ITEMNAME}",
"アイテム修飾子","No","優れた{ITEMNAME}","優れた{ITEMNAME}","Well made {ITEMNAME}",
"アイテム修飾子","No","均整のとれた{ITEMNAME}","均整のとれた{ITEMNAME}","Balanced {ITEMNAME}",
"アイテム修飾子","No","威厳ある{ITEMNAME}","威厳ある{ITEMNAME}","Lordly {ITEMNAME}",
"アイテム修飾子","Yes","年季の入った{ITEMNAME}","古い{ITEMNAME}","Old {ITEMNAME}",
"アイテム修飾子","Yes","摩耗した{ITEMNAME}","使い古した{ITEMNAME}","Battered {ITEMNAME}",
"アイテム修飾子","Yes","整った{ITEMNAME}","調整された{ITEMNAME}","Tuned {ITEMNAME}",
"アイテム修飾子","No","曲がった{ITEMNAME}","曲がった{ITEMNAME}","Bent {ITEMNAME}",
"アイテム修飾子","Yes","歪んだ{ITEMNAME}","均整のとれていない{ITEMNAME}","Unbalanced {ITEMNAME}",
"アイテム修飾子","Yes","破れた{ITEMNAME}","やぶれた{ITEMNAME}","Ripped {ITEMNAME}",
"アイテム修飾子","No","緩んだ{ITEMNAME}","緩んだ{ITEMNAME}","Loose {ITEMNAME}",
"アイテム修飾子","Yes","良質な{ITEMNAME}","立派な{ITEMNAME}","Fine {ITEMNAME}",
"アイテム修飾子","Yes","蝋塗りの{ITEMNAME}","蝋を塗った{ITEMNAME}","Waxed {ITEMNAME}",
"アイテム修飾子","No","裂けた{ITEMNAME}","裂けた{ITEMNAME}","Splintered {ITEMNAME}",
"アイテム修飾子","Yes","足を引きずった{ITEMNAME}","不格好な{ITEMNAME}","Lame {ITEMNAME}",
"アイテム修飾子","Yes","重厚な{ITEMNAME}","分厚い{ITEMNAME}","Thick {ITEMNAME}",
"アイテム修飾子","Yes","鈍い{ITEMNAME}","切れ味の悪い{ITEMNAME}","Dull {ITEMNAME}",
"アイテム修飾子","Yes","錆びた{ITEMNAME}","さびついた{ITEMNAME}","Rusty {ITEMNAME}",
"クラン","Yes","アウロノス","アヴロノス","Avlonos",
"クラン","No","アルキト","アルキト","Arkit",
"クラン","No","アルゴロス","アルゴロス","Argoros",
"クラン","No","イシャロヴィング","イシャロヴィング","Isyaroving",
"クラン","Yes","インペストレース","インペスター","Impestores",
"クラン","Yes","ウェトラニス","ヴェテラニス","Vetranis",
"クラン","No","ウブロヴィング","ウブロヴィング","Ubroving",
"クラン","No","ウルクナイト","ウルクナイト","Urkhunait",
"クラン","No","ウルフスキン","ウルフスキン","Wolfskins",
"クラン","Yes","エラへース","エラチェス","Elaches",
"クラン","Yes","エレフテロイ","エレフセロイ","Eleftheroi",
"クラン","No","オスティコス","オスティコス","Osticos",
"クラン","Yes","オブリト","オブリット","Oburit",
"クラン","No","オルミドヴィング","オルミドヴィング","Ormidoving",
"クラン","No","カラケルギト","カラケルギト, カラクーザイト","Karakhergit","カラクーザイトは開発時の名称で, 本来は廃止されているべきと考える"
"クラン","Yes","ギルマーン","グラーム","Ghilman",
"クラン","No","クロヴィング","クロヴィング","Kuloving",
"クラン","Yes","グンダロヴィング","ガンダロヴィング","Gundaroving",
"クラン","No","ケルギト","ケルギト","Khergit",
"クラン","No","コストロヴィング","コストロヴィング","Kostoroving",
"クラン","No","コニス","コニス","Chonis",
"クラン","No","コムノス","コムノス","Comnos",
"クラン","Yes","コルティト","コルティット","Koltit",
"クラン","No","コレニオス","コレニオス","Corenios",
"クラン","Yes","ゴールデンボア","ゴールデン・ボア, イノシシの集団など","Company of the Golden Boar","略称は「金猪団」"
"クラン","Yes","スコルデルブロダ","スコルダーブローダ, スコルダーンなど","Skolderbroda","略称は「盾の兄弟団」、北欧語風の造語?"
"クラン","Yes","セラピデース","セラパイド","Serapides",
"クラン","No","ソラドス","ソラドス","Sorados",
"クラン","Yes","ティグリト","ティグリット","Tigrit",
"クラン","Yes","デ゠アルロマンク","デイ・アルロマンク","dey Arromanc",
"クラン","Yes","デ゠グンリッチ","デイ・ガンリック","dey Gunric",
"クラン","Yes","デ゠コルタイン","デイ・コルテイン","dey Cortain",
"クラン","Yes","デ゠ジェリンド","デイ・ジェリンド","dey Jelind",
"クラン","Yes","デ゠ティール","デイ・ティール","dey Tihr",
"クラン","Yes","デ゠フォルクン","デイ・フォルカン","dey Folcun",
"クラン","Yes","デ゠フォルテス","デイ・フォルテス","dey Fortes",
"クラン","Yes","デ゠メロク","デイ・メロク","dey Meroc",
"クラン","Yes","デ゠モラーン","デイ・モラーン","dey Molarn",
"クラン","Yes","デ゠ロサド","デイ・ローサッド","dey Rothad",
"クラン","Yes","デ゠ヴァラント","デイ・ヴァラント","dey Valant",
"クラン","No","ディオニコス","ディオニコス","Dionicos",
"クラン","No","トガロヴィング","トガロヴィング","Togaroving",
"クラン","No","ドレントス","ドレントス","Dolentos",
"クラン","Yes","ネレゼース","ネレッツェス","Neretzes",
"クラン","Yes","ハルフィト","ハルフィット","Harfit",
"クラン","Yes","バヌ゠アティジ","バヌ・アティジ","Banu Atij",
"クラン","Yes","バヌ゠アルバス","バヌ・アルバス","Banu Arbas",
"クラン","Yes","バヌ゠カラズ","バヌ・カラズ","Banu Qaraz",
"クラン","Yes","バヌ゠キルド","バヌ・キルド","Banu Qild",
"クラン","Yes","バヌ゠サッラーン","バヌ・サルラン","Banu Sarran",
"クラン","Yes","バヌ゠サルマル","バヌ・サルマル","Banu Sarmal",
"クラン","Yes","バヌ゠ハッバーブ","バヌ・ハバブ","Banu Habbab",
"クラン","Yes","バヌ゠フルヤン","バヌ・フルヤン","Banu Hulyan",
"クラン","Yes","バヌ゠ルワイド","バヌ・ルワイド","Banu Ruwaid",
"クラン","No","バルタイト","バルタイト","Baltait",
"クラン","No","パラディオス","パラディオス","Palladios",
"クラン","Yes","ファレンテース","ファレンテス","Phalentes",
"クラン","Yes","プリエニコス","プレニコス","Prienicos",
"クラン","No","プレイヤーランド","プレイヤーランド","Playerland",
"クラン","Yes","ベニ゠ジラル","ベニ・ジラル","Beni Zilal",
"クラン","Yes","ペトロス","ペスロス","Pethros",
"クラン","Yes","ホンゲロス","ホンジェロス","Hongeros",
"クラン","Yes","マネオリス","マネリオス","Maneolis",
"クラン","No","メストリカロス","メストリカロス","Mestricaros",
"クラン","Yes","ヤンセリト","ヤンセリット","Yanserit",
"クラン","No","ユリオス","ユリオス","Julios",
"クラン","Yes","レオニパルデース","レオニパルデス","Leonipardes",
"クラン","Yes","ロナリオーン","ロナリオン","Lonalion",
"クラン","No","ヴァギロヴィング","ヴァギロヴィング","Vagiroving",
"クラン","Yes","ヴァタゼース","ヴァタツェス","Vatatzes",
"クラン","Yes","ヴァルロス","ヴァロス","Varros",
"クラン","No","ヴィザルトス","ヴィザルトス","Vizartos",
"クラン","Yes","ヴェジョヴィング","ヴェズホーヴィング","Vezhoving",
"クラン","Yes","ヴェン゠イーヴァイン","フェン・ウヴェイン","fen Uvain",
"クラン","Yes","ヴェン゠エインガル","フェン・アインガル","fen Eingal",
"クラン","Yes","ヴェン゠カーンナハト","フェン・ケアンナハト","fen Caernacht",
"クラン","Yes","ヴェン゠ギアシ","フェン・ジアール","fen Giall",
"クラン","Yes","ヴェン゠グリーフェンドク","フェン・グルフェンドック","fen Gruffendoc","バウンド・ドック?"
"クラン","Yes","ヴェン゠デルンギル","フェン・ダーンギル","fen Derngil",
"クラン","Yes","ヴェン゠ペンリク","フェン・ペンライク","fen Penraic",
"クラン","Yes","ヴェン゠モルカル","フェン・モルカル","fen Morcar",
"クラン","Yes","森の同胞団","森の同志, 同胞団","Brotherhood of the Woods","略称は「同胞団」"
"クラン","Yes","森の民","森の人々, 森林居住者","Forest People",
"クラン","Yes","湖の鼠団","湖の鼠族","Lake Rats","略称は「湖の鼠」"
"クラン","No","炎の残り火","炎の残り火","Embers of the Flame","略称は「残り火」"
"クラン","No","裏切られた軍団","裏切られた軍団","Legion of the Betrayed","略称は「軍団」"
"クラン","No","見えざる手","見えざる手, ハンド","Hidden Hand","略称は「手」"
"国家","Yes","アセライ゠スルタン国","アセライ・スルタン国","Sultanate of the Aserai","略称はアセライ"
"国家","Yes","ストゥルギヤ大公国","スタルジア公国","Principality of Sturgia","略称はストゥルギア"
"国家","Yes","北カルラディア帝国","北帝国, 北部帝国, 帝国北部 など","Northern Empire","略称は北帝国"
"国家","Yes","南カルラディア帝国","南帝国, 南部帝国, 帝国南部 など","Southern Empire","略称は南帝国"
"国家","Yes","西カルラディア帝国","西帝国, 西部帝国, 帝国西部, 帝国西武など","Western Empire","略称は西帝国"
"国家","Yes","ヴランディア王国","ヴランディア, ウランジアなど","Kingdom of Vlandia","略称はヴランディア"
"国家","Yes","バッタニア上王国","バッタニア王国, バタニアなど","High Kingdom of the Battanians","略称はバッタニア"
"国家","Yes","クーザイト゠ハン国","クーザイト・ハン国","Khuzait Khanate","略称はクーザイト"
"集落・マップ名","Yes","アイン゠バリク","アイン・バリク","Ain baliq",
"集落・マップ名","Yes","アイン゠バリク城","アイン・バリク城","Ain Baliq Castle",
"集落・マップ名","Yes","アエオリア","エオリア","Aeoria",
"集落・マップ名","Yes","アエゴスカ","エアゴスカ","Aegosca",
"集落・マップ名","Yes","アガルモーン","アガルモン","Agalmon",
"集落・マップ名","Yes","アクヒサル","アキセール","Akiser",
"集落・マップ名","Yes","アクヒサル城","アキセール城","Akiser Castle",
"集落・マップ名","No","アサリグ","アサリグ","Asalig",
"集落・マップ名","No","アスカル","アスカル","Askar",
"集落・マップ名","No","アスマイト","アスマイト","Asmait",
"集落・マップ名","No","アタコニア","アタコニア","Ataconia",
"集落・マップ名","Yes","アッカラト","アクカラト","Akkalat",
"集落・マップ名","Yes","アッカン丘道 (草原)","アッカン丘道（草原地帯）","Akkan Hill Pass (Steppe)",
"集落・マップ名","No","アッバ","アッバ","Abba",
"集落・マップ名","Yes","アッバ盆地 (砂漠)","アッバ盆地（砂漠）","Abba Basin (Desert)",
"集落・マップ名","No","アトフィニア","アトフィニア","Atphynia",
"集落・マップ名","Yes","アトリオーン","アトリオン","Atrion",
"集落・マップ名","Yes","アトリオーン城","アトリオン城","Atrion Castle",
"集落・マップ名","Yes","アバリュプス","アヴァリプス","Avalyps",
"集落・マップ名","No","アブガン","アブガン","Abghan",
"集落・マップ名","Yes","アブー゠キーフ","アブ・キー","Abu Khih",
"集落・マップ名","No","アミタティス","アミタティス","Amitatys",
"集落・マップ名","Yes","アミニス橋 (平地)","アミニス橋（平原）","Aminys Bridges (Plain)",
"集落・マップ名","Yes","アミュコーン","アミコン","Amycon",
"集落・マップ名","No","アラティス","アラティス","Alatys",
"集落・マップ名","No","アランタス","アランタス","Alantas",
"集落・マップ名","Yes","アリシオーン","アリシオン","Alision",
"集落・マップ名","Yes","アリス平原 (平地)","アリス平原（平原）","Aris Lowlands (Plain)",
"集落・マップ名","Yes","アルゴローン","アルゴロン","Argoron",
"集落・マップ名","No","アルサソス","アルサソス","Alsasos",
"集落・マップ名","No","アルポティス","アルポティス","Arpotis",
"集落・マップ名","No","アルロマンク","アルロマンク","Arromanc",
"集落・マップ名","Yes","アレバト","アレバット","Alebat",
"集落・マップ名","No","アロセア","アロセア","Alosea",
"集落・マップ名","Yes","アロフ","アロヴ","Alov",
"集落・マップ名","Yes","アロルスタン","アロールスタン","Alorstan",
"集落・マップ名","No","アンプレラ","アンプレラ","Amprela",
"集落・マップ名","Yes","アヴァシントーン","アヴァシントン","Avasinton",
"集落・マップ名","Yes","アヴァリュプス","アヴァリプス","Avalyps",
"集落・マップ名","Yes","アーステル","アスター","Aster",
"集落・マップ名","Yes","アーステル城","アスター城","Aster Castle",
"集落・マップ名","Yes","アーフ゠カーファル","アス・カファル","Ath Cafal",
"集落・マップ名","Yes","アーブ゠コメル","アブ・コメル","Ab Comer",
"集落・マップ名","Yes","アーブ゠コメル城","アブ・コメル城","Ab Comer Castle",
"集落・マップ名","Yes","アーンドゥルン","アンデューン","Andurn",
"集落・マップ名","Yes","イェラコス","ジェラコス","Jeracos",
"集落・マップ名","Yes","イスパンタル","イスパンタール","Ispantar",
"集落・マップ名","Yes","イスミルコリ","イスミルコルグ","Ismilkorg",
"集落・マップ名","Yes","イスミルコリ森林 (平地)","イスミルコルグ森林（平原）","Ismilkorg Woods (Plain)",
"集落・マップ名","Yes","イムライ","イムラーグ","Imlagh",
"集落・マップ名","Yes","イムラグ森林 (平地)","イムラーグ森林（平原）","Imlagh Forest (Plain)",
"集落・マップ名","No","イヤキス","イヤキス","Iyakis",
"集落・マップ名","Yes","イルカラ山脈外縁 (平地)","イルカラ山脈外れ（平原）","Ircara Edge Mountains (Plain)",
"集落・マップ名","Yes","イルカラ森林 (平地)","イルカラ森林（平原）","Ircara Forest (Plain)",
"集落・マップ名","Yes","イルタン沼地 (平地)","イルタン沼地（平原）","Iltan Swamp (Plain)",
"集落・マップ名","Yes","インヴェフ","インベス","Inveth",
"集落・マップ名","Yes","ウァテア","ヴァセア","Vathea",
"集落・マップ名","Yes","ウァラゴス","ヴァラゴス","Varagos",
"集落・マップ名","Yes","ウァラゴス城","ヴァラゴス城","Varagos Castle",
"集落・マップ名","Yes","ウァルゴルニス","ヴァルゴルニス","Vargornis",
"集落・マップ名","Yes","ウィネラ","ヴィネラ","Vinela",
"集落・マップ名","Yes","ウェアロス","ヴィーロス","Vealos",
"集落・マップ名","Yes","ウェアロス盆地 (平地)","ヴィーロス盆地（平原）","Vealos Basin (Plain)",
"集落・マップ名","Yes","ウェロン","ヴェロン","Veron",
"集落・マップ名","Yes","ウェロン城","ヴェロン城","Veron Castle",
"集落・マップ名","Yes","ウォストルム","ボストラム","Vostrum",
"集落・マップ名","Yes","ウカリオン森林 (平地)","ウチャリオン森林（平原）","Uchalion Forest (Plain)",
"集落・マップ名","No","ウクバ","ウクバ","Uqba",
"集落・マップ名","No","ウクバ城","ウクバ城","Uqba Castle",
"集落・マップ名","No","ウサンク","ウサンク","Usanc",
"集落・マップ名","No","ウサンク城","ウサンク城","Usanc Castle",
"集落・マップ名","No","ウストコル","ウストコル","Ustokol",
"集落・マップ名","No","ウストコル城","ウストコル城","Ustokol Castle",
"集落・マップ名","No","ウセク","ウセク","Usek",
"集落・マップ名","No","ウセク城","ウセク城","Usek Castle",
"集落・マップ名","Yes","ウヘリム","ユーセレイム","Uthelaim",
"集落・マップ名","Yes","ウヘリム城","ユーセレイム城","Uthelaim Castle",
"集落・マップ名","No","ウラーン","ウラーン","Ulaan",
"集落・マップ名","No","ウリクスカラ","ウリクスカラ","Urikskala",
"集落・マップ名","No","ウリクスカラ城","ウリクスカラ城","Urikskala Castle",
"集落・マップ名","Yes","ウルンジャン","ウルンヤン","Urunjan",
"集落・マップ名","Yes","エウナリカ","ユーナリカ","Eunalica",
"集落・マップ名","No","エスメ","エスメ","Esme",
"集落・マップ名","Yes","エズベト゠ナフル","エズベト・ナウル","Ezbet Nahul",
"集落・マップ名","No","エセミサ","エセミサ","Ethemisa",
"集落・マップ名","Yes","エティルフルド","エティルファード","Etirfurd",
"集落・マップ名","No","エノイサ","エノイサ","Enoisa",
"集落・マップ名","No","エピクロテア","エピクロテア","Epicrotea",
"集落・マップ名","No","エピノサ","エピノサ","Epinosa",
"集落・マップ名","No","エピノサ城","エピノサ城","Epinosa Castle",
"集落・マップ名","Yes","エピリア山道 (平地)","エピリック山道（平原）","Epiric Mountain Pass (Plain)",
"集落・マップ名","Yes","エベレフ","エベレス","Ebereth",
"集落・マップ名","Yes","エリトリュス山麓 (平地)","エリスリス丘（平原）","Erithrys Foothill (Plain)",
"集落・マップ名","No","エリパ","エリパ","Elipa",
"集落・マップ名","Yes","エルウァニア","エルヴァニア","Elvania",
"集落・マップ名","Yes","エルゼヌル","エルツェヌール","Erzenur",
"集落・マップ名","Yes","エルゼヌル城","エルツェヌール城","Erzenur Castle",
"集落・マップ名","No","エレブロス","エレブロス","Erebulos",
"集落・マップ名","Yes","オクス゠ハル","オクス・ホール","Ocs Hall",
"集落・マップ名","No","オスティカン","オスティカン","Ostican",
"集落・マップ名","Yes","オズ川 (草原)","オズ川（草原地帯）","Ozu River (Steppe)",
"集落・マップ名","Yes","オドフ","オドク","Odokh",
"集落・マップ名","No","オドリサ","オドリサ","Odrysa",
"集落・マップ名","No","オドリサ城","オドリサ城","Odrysa Castle",
"集落・マップ名","No","オニカ","オニカ","Onica",
"集落・マップ名","No","オニカ城","オニカ城","Onica Castle",
"集落・マップ名","No","オニラ","オニラ","Onira",
"集落・マップ名","Yes","オフタン","オクータン","Okhutan",
"集落・マップ名","Yes","オフティス森林 (平地)","オフシス森林（平原）","Ophthys Forest (Plain)",
"集落・マップ名","Yes","オムカニイ","オムカニー","Omkany",
"集落・マップ名","No","オムロトク","オムロトク","Omrotok",
"集落・マップ名","No","オモール","オモール","Omor",
"集落・マップ名","Yes","オリストコリュス","オリストコリス","Oristocorys",
"集落・マップ名","Yes","オリストコリュス城","オリストコリス城","Oristocorys Castle",
"集落・マップ名","No","オリタン","オリタン","Oritan",
"集落・マップ名","No","オリタン川（沼地）","オリタン川（沼地）","Oritan River (Swamp)",
"集落・マップ名","No","オルティシア","オルティシア","Ortysia",
"集落・マップ名","Yes","オルトラ","オルスラ","Orthra",
"集落・マップ名","No","オルトンガード","オルトンガード","Ortongard",
"集落・マップ名","Yes","オルニア台地 (平地)","オルニオン高原（平原）","Ornion Plateau (Plain)",
"集落・マップ名","Yes","オルマンファルド","オーマンファード","Ormanfard",
"集落・マップ名","Yes","オルマンファルド城","オーマンファード城","Ormanfard Castle",
"集落・マップ名","No","オヴ","オヴ","Ov",
"集落・マップ名","No","オヴ城","オヴ城","Ov Castle",
"集落・マップ名","Yes","オヴ平原 (草原)","オヴ平原（草原地帯）","Ov Plains (Steppe)",
"集落・マップ名","Yes","カイセリ","カイザー","Kaysar",
"集落・マップ名","Yes","カイセリ城","カイザー城","Kaysar Castle",
"集落・マップ名","No","カイラ","カイラ","Caira",
"集落・マップ名","No","カシーラ","カシーラ","Qasira",
"集落・マップ名","Yes","カチャール渓谷 (平地)","カチャール渓谷（平原）","Kachyar Valley (Plain)",
"集落・マップ名","No","カナンク","カナンク","Cananc",
"集落・マップ名","No","カノロス","カノロス","Canoros",
"集落・マップ名","Yes","カノロス森林 (平地)","カノロス森林（平原）","Canoros Forest (Plain)",
"集落・マップ名","No","カブラブ","カブラブ","Qablab",
"集落・マップ名","Yes","カムシャル","カムシャール","Kamshar",
"集落・マップ名","Yes","カラカラト","カラカラット","Karakalat",
"集落・マップ名","No","カラハリ","カラハリ","Karahalli",
"集落・マップ名","Yes","カラハン","カラハーン","Karahan",
"集落・マップ名","Yes","カリオク","カリオック","Calioc",
"集落・マップ名","No","カルグレフ","カルグレフ","Kargrev",
"集落・マップ名","Yes","カルサ川 (平地)","カルサ川（平原）","Calsa River (Plain)",
"集落・マップ名","Yes","カルサ荒野 (平地)","カルサ荒野（平原）","Calsa Wastes (Plain)",
"集落・マップ名","Yes","カルセア沼 (平地)","カルセア沼地（平原）","Calsea Swamps (Plain)",
"集落・マップ名","Yes","カルフェニオーン","カルフェニオン","Carphenion",
"集落・マップ名","Yes","カルブル","カルブール","Karbur",
"集落・マップ名","No","カレウス","カレウス","Caleus",
"集落・マップ名","No","カレウス城","カレウス城","Caleus Castle",
"集落・マップ名","Yes","カンテリオーン","カンテリオン","Canterion",
"集落・マップ名","Yes","カール゠バーンセフ","カー・バンセス","Car Banseth",
"集落・マップ名","Yes","カーントリク","カントレック","Cantrec",
"集落・マップ名","Yes","ガウィス川 (平地)","ガヴィス川（平原）","Gavys River (Plain)",
"集落・マップ名","No","ガオス","ガオス","Gaos",
"集落・マップ名","No","ガオス城","ガオス城","Gaos Castle",
"集落・マップ名","No","ガマルダン","ガマルダン","Gamardan",
"集落・マップ名","Yes","ガマルダン森林 (平地)","ガマルダン森林（平原）","Gamardan Forest (Plain)",
"集落・マップ名","Yes","ガルチャ荒野 (平地)","ガルチャ荒野（平原）","Galcha Wastes (Plain)",
"集落・マップ名","No","ガレンゴリア","ガレンゴリア","Garengolia",
"集落・マップ名","Yes","ガレンド","ガルエンド","Galend",
"集落・マップ名","No","ガロントール","ガロントール","Garontor",
"集落・マップ名","No","ガロントール城","ガロントール城","Garontor Castle",
"集落・マップ名","Yes","ガーンセフ","ゲインセス","Gainseth",
"集落・マップ名","Yes","キドナール","キドナー","Qidnar",
"集落・マップ名","No","キラズ","キラズ","Kiraz",
"集落・マップ名","Yes","ギュモス","ガイモス","Gymos",
"集落・マップ名","No","クカ","クカ","Kuqa",
"集落・マップ名","Yes","クヤズ","クヤーズ","Quyaz",
"集落・マップ名","No","クラニロク","クラニロク","Kranirog",
"集落・マップ名","No","クラニロク城","クラニロク城","Kranirog Castle",
"集落・マップ名","No","クリオス","クリオス","Crios",
"集落・マップ名","Yes","クルルク","クルルーク","Kuruluk",
"集落・マップ名","Yes","クレイグ゠バン","クレイグ・バン","Claig Ban",
"集落・マップ名","No","クヴォル","クヴォル","Kvol",
"集落・マップ名","Yes","クヴォル森林 (平地)","クヴォル森林（平原）","Kvol Woods (Plain)",
"集落・マップ名","No","グラフストロム","グラフストロム","Glavstrom",
"集落・マップ名","Yes","グリントル","グリントール","Glintor",
"集落・マップ名","Yes","グレンリフリグ","グレンリトリグ","Glenlithrig",
"集落・マップ名","Yes","ゲウナト゠ナール","グーナット・ナル","Geunat Nal",
"集落・マップ名","No","ゲルセゴス","ゲルセゴス","Gersegos",
"集落・マップ名","No","ゲルセゴス城","ゲルセゴス城","Gersegos Castle",
"集落・マップ名","No","ゲレデン","ゲレデン","Gereden",
"集落・マップ名","Yes","コヒ゠アジク","コヒ・アジク","Kohi Ajik",
"集落・マップ名","Yes","コリシャス","コリシアス","Korsyas",
"集落・マップ名","Yes","コルナド","コーナッド","Chornad",
"集落・マップ名","No","コレニア","コレニア","Corenia",
"集落・マップ名","No","コレニア城","コレニア城","Corenia Castle",
"集落・マップ名","Yes","ゴルコリュス","ゴルコリス","Gorcorys",
